166382
309	99	99
310	1	1
311	13	13
312	54	54
313	1	1
314	205	205
315	32	32
316	46	46
317	10	10
318	1930	1930
319	2	2
320	2	2
321	13	13
322	3	3
323	17	17
324	1	1
325	1	1
326	171	171
327	10	10
328	27	27
329	1	1
330	4	4
331	5	5
332	23	23
333	23	23
334	23	23
335	2	2
336	6	6
337	5	5
338	4	4
339	1	1
340	22	22
341	1	1
342	3	3
343	1	1
344	3	3
345	3	3
346	6	6
347	1	1
348	5	5
349	9	9
350	6	6
351	36	36
352	26	26
353	2	2
354	13	13
355	169	169
356	13	13
357	5	5
358	17	17
359	1	1
360	19	19
361	14	14
362	2	2
363	64	64
364	7	7
365	3	3
366	3	3
367	6	6
368	51	51
369	1	1
370	4	4
371	5	5
372	2	2
373	1	1
374	5	5
375	4	4
376	10	10
377	9	9
378	16	16
379	3	3
380	2	2
381	13	13
382	13	13
383	14	14
384	16	16
385	26	26
386	26	26
387	8	8
388	2	2
389	2	2
390	2	2
391	3	3
392	160	160
393	10	10
394	25	25
395	197	197
396	69	69
397	21	21
398	71	71
399	13	13
400	1	1
401	8	8
402	388	388
403	23	23
404	12	12
405	4	4
406	4	4
407	6	6
408	34	34
409	4	4
410	23	23
411	1	1
412	11	11
413	1	1
414	1	1
415	5	5
416	26	26
417	59	59
418	4	4
419	217	217
420	10	10
421	9	9
422	4	4
423	2	2
424	13	13
425	3	3
426	80	80
427	15	15
428	13	13
429	14	14
430	2	2
431	1	1
432	2	2
433	2	2
434	36	36
435	105	105
436	8	8
437	5	5
438	13	13
439	52	52
440	36	36
441	1	1
442	95	95
443	3	3
444	2	2
445	3	3
446	1	1
447	1	1
448	4	4
449	10	10
450	6	6
451	1	1
452	3	3
453	266	266
454	3	3
455	3	3
456	2	2
457	3	3
458	15	15
459	27	27
460	6	6
461	27	27
462	190	190
463	6	6
464	2	2
465	2	2
466	4	4
467	6	6
468	85	85
469	24	24
470	1	1
471	2	2
472	1	1
473	6	6
474	9	9
475	5	5
476	1	1
477	13	13
478	20	20
479	11	11
480	35	35
481	2	2
482	2	2
483	14	14
484	4	4
485	1	1
486	26	26
487	7	7
488	1	1
489	1	1
490	3	3
491	33	33
492	9	9
493	2	2
494	1	1
495	2	2
496	1	1
497	12	12
498	1	1
499	609	609
500	53	53
501	16	16
502	12	12
503	3	3
504	2	2
505	10	10
506	3	3
507	1	1
508	6	6
509	3	3
510	2	2
511	13	13
512	1	1
513	9	9
514	1	1
515	18	18
516	4	4
517	2	2
518	2	2
519	2	2
520	23	23
521	46	46
522	16	16
523	23	23
524	40	40
525	7	7
526	2	2
527	6	6
528	18	18
529	4	4
530	23	23
531	4	4
532	4	4
533	6	6
534	2	2
535	2	2
536	2	2
537	1	1
538	2	2
539	23	23
540	2	2
541	6	6
542	9	9
543	6	6
544	3	3
545	5	5
546	3	3
547	2	2
548	6	6
549	30	30
550	5	5
551	8	8
552	4	4
553	6	6
554	17	17
555	4	4
556	3	3
557	6	6
558	2	2
559	1	1
560	3	3
561	2	2
562	115	115
563	11	11
564	10	10
565	4	4
566	10	10
567	10	10
568	2	2
569	4	4
570	19	19
571	36	36
572	3	3
573	13	13
574	75	75
575	28	28
576	346	346
577	1	1
578	2	2
579	1	1
580	23	23
581	4	4
582	13	13
583	13	13
584	37	37
585	38	38
586	23	23
587	75	75
588	155	155
589	137	137
590	4	4
591	6	6
592	2	2
593	4	4
594	27	27
595	11	11
596	1	1
597	6	6
598	39	39
599	13	13
600	25	25
601	11	11
602	23	23
603	956	956
604	3	3
605	54	54
606	4	4
607	23	23
608	23	23
609	2	2
610	17	17
611	25	25
612	110	110
613	15	15
614	91	91
615	1113	1113
616	12	12
617	99	99
618	29	29
619	13	13
620	2	2
621	60	60
622	772	772
623	23	23
624	4	4
625	16	16
626	119	119
627	94	94
628	180	180
629	4	4
630	49	49
631	149	149
632	4	4
633	2	2
634	1381	1381
635	2	2
636	20	20
637	321	321
638	2	2
639	8	8
640	32	32
641	12	12
642	3	3
643	5	5
644	44	44
645	6	6
646	23	23
647	1	1
648	23	23
649	23	23
650	27	27
651	8	8
652	3	3
653	3	3
654	42	42
655	46	46
656	25	25
657	4	4
658	1	1
659	72	72
660	37	37
661	2	2
662	46	46
663	13	13
664	46	46
665	9	9
666	10	10
667	36	36
668	2	2
669	10	10
670	30	30
671	1	1
672	2232	2232
673	12	12
674	2	2
675	6	6
676	11	11
677	2	2
678	13	13
679	2	2
680	13	13
681	2	2
682	5	5
683	2	2
684	2	2
685	3	3
686	1	1
687	1	1
688	36	36
689	13	13
690	13	13
691	6	6
692	6	6
693	36	36
694	3	3
695	13	13
696	23	23
697	4	4
698	23	23
699	11	11
700	13	13
701	8	8
702	4	4
703	4	4
704	186	186
705	23	23
706	12	12
707	21	21
708	10	10
709	1	1
710	2	2
711	1	1
712	4	4
713	2	2
714	8	8
715	25	25
716	5	5
717	2	2
718	26	26
719	23	23
720	1	1
721	4	4
722	2	2
723	1	1
724	23	23
725	14	14
726	5	5
727	436	436
728	13	13
729	41	41
730	24	24
731	7	7
732	85	85
733	5	5
734	31	31
735	400	400
736	24	24
737	14	14
738	36	36
739	2	2
740	160	160
741	20	20
742	12	12
743	6	6
744	1	1
745	89	89
746	27	27
747	44	44
748	2	2
749	2	2
750	1	1
751	1	1
752	2	2
753	12	12
754	4	4
755	2	2
756	5	5
757	23	23
758	18	18
759	1	1
760	2	2
761	2	2
762	2	2
763	2	2
764	2	2
765	3	3
766	1	1
767	20	20
768	222	222
769	86	86
770	19	19
771	1	1
772	6	6
773	4	4
774	4	4
775	3	3
776	4	4
777	480	480
778	2	2
779	23	23
780	12	12
781	23	23
782	11	11
783	2	2
784	3	3
785	4	4
786	3	3
787	8	8
788	1	1
789	1	1
790	4	4
791	10	10
792	2	2
793	4	4
794	23	23
795	4	4
796	2	2
797	5	5
798	8	8
799	13	13
800	13	13
801	5	5
802	2	2
803	26	26
804	1	1
805	1	1
806	3	3
807	3	3
808	4	4
809	4	4
810	20	20
811	26	26
812	5	5
813	6	6
814	1	1
815	10	10
816	3	3
817	5	5
818	15	15
819	2	2
820	1	1
821	9	9
822	3	3
823	6	6
824	2	2
825	2	2
826	13	13
827	25	25
828	3	3
829	3	3
830	3	3
831	2	2
832	2	2
833	1	1
834	2	2
835	26	26
836	16	16
837	40	40
838	1	1
839	15	15
840	12	12
841	2	2
842	2	2
843	1	1
844	1	1
845	2	2
846	1	1
847	33	33
848	5	5
849	8	8
850	5	5
851	6	6
852	2	2
853	9	9
854	2	2
855	2	2
856	2	2
857	2	2
858	3	3
859	1	1
860	3	3
861	26	26
862	9	9
863	9	9
864	18	18
865	353	353
866	144	144
867	72	72
868	2	2
869	10	10
870	14	14
871	474	474
872	5	5
873	36	36
874	3	3
875	3	3
876	28	28
877	5	5
878	1	1
879	26	26
880	1	1
881	2	2
882	1	1
883	2	2
884	3	3
885	71	71
886	3	3
887	64	64
888	1	1
889	32	32
890	2	2
891	15	15
892	2	2
893	80	80
894	46	46
895	3	3
896	82	82
897	3	3
898	38	38
899	2	2
900	445	445
901	3	3
902	1	1
903	2	2
904	2	2
905	1	1
906	13	13
907	2	2
908	2	2
909	5	5
910	3	3
911	1	1
912	327	327
913	12	12
914	3	3
915	1	1
916	1	1
917	2	2
918	2	2
919	2	2
920	10	10
921	10	10
922	3	3
923	13	13
924	2	2
925	46	46
926	42	42
927	23	23
928	5	5
929	1	1
930	1	1
931	1	1
932	5	5
933	9	9
934	5	5
935	4	4
936	22	22
937	140	140
938	3	3
939	14	14
940	86	86
941	1	1
942	2	2
943	14	14
944	12	12
945	15	15
946	6	6
947	22	22
948	2	2
949	1	1
950	4	4
951	4	4
952	13	13
953	1	1
954	2	2
955	2	2
956	5	5
957	4	4
958	8	8
959	186	186
960	29	29
961	1	1
962	10	10
963	10	10
964	53	53
965	2	2
966	25	25
967	10	10
968	5	5
969	24	24
970	13	13
971	23	23
972	1	1
973	24	24
974	69	69
975	3	3
976	2	2
977	3	3
978	6	6
979	1	1
980	4	4
981	69	69
982	5	5
983	13	13
984	4	4
985	85	85
986	5	5
987	199	199
988	19	19
989	37	37
990	3	3
991	2	2
992	1	1
993	1	1
994	2	2
995	69	69
996	69	69
997	6	6
998	5	5
999	6	6
1000	15	15
1001	15	15
1002	9	9
1003	6	6
1004	85	85
1005	10	10
1006	3	3
1007	23	23
1008	1	1
1009	1	1
1010	5	5
1011	6	6
1012	1	1
1013	17	17
1014	6	6
1015	9	9
1016	13	13
1017	57	57
1018	13	13
1019	13	13
1020	121	121
1021	3	3
1022	22	22
1023	515	515
1024	33	33
1025	3	3
1026	15	15
1027	3	3
1028	7	7
1029	3	3
1030	14	14
1031	17	17
1032	23	23
1033	16	16
1034	144	144
1035	3	3
1036	87	87
1037	6	6
1038	3	3
1039	22	22
1040	2	2
1041	7	7
1042	2	2
1043	21	21
1044	24	24
1045	210	210
1046	4	4
1047	8	8
1048	18	18
1049	1	1
1050	13	13
1051	5	5
1052	3	3
1053	2	2
1054	1	1
1055	54	54
1056	16	16
1057	174	174
1058	23	23
1059	4	4
1060	1	1
1061	6	6
1062	43	43
1063	2	2
1064	1	1
1065	6	6
1066	2	2
1067	26	26
1068	1	1
1069	255	255
1070	3	3
1071	44	44
1072	52	52
1073	30	30
1074	14	14
1075	2851	2851
1076	242	242
1077	324	324
1078	12	12
1079	2	2
1080	18	18
1081	240	240
1082	16	16
1083	174	174
1084	74	74
1085	9	9
1086	6	6
1087	12	12
1088	19	19
1089	6	6
1090	2	2
1091	4	4
1092	19	19
1093	2	2
1094	58	58
1095	67	67
1096	6	6
1097	2	2
1098	219	219
1099	97	97
1100	1	1
1101	6	6
1102	2	2
1103	138	138
1104	220	220
1105	26	26
1106	1	1
1107	2	2
1108	6	6
1109	2	2
1110	1	1
1111	20	20
1112	2	2
1113	2	2
1114	14	14
1115	55	55
1116	2	2
1117	13	13
1118	2	2
1119	220	220
1120	114	114
1121	172	172
1122	11	11
1123	10	10
1124	22	22
1125	4	4
1126	1	1
1127	32	32
1128	73	73
1129	204	204
1130	2	2
1131	111	111
1132	165	165
1133	4	4
1134	2	2
1135	2	2
1136	1	1
1137	5	5
1138	23	23
1139	6	6
1140	1	1
1141	32	32
1142	13	13
1143	22	22
1144	65	65
1145	102	102
1146	5	5
1147	72	72
1148	10	10
1149	2	2
1150	2	2
1151	10	10
1152	2	2
1153	1	1
1154	23	23
1155	31	31
1156	4	4
1157	115	115
1158	23	23
1159	46	46
1160	10	10
1161	5	5
1162	4	4
1163	46	46
1164	16	16
1165	10	10
1166	2	2
1167	3	3
1168	21	21
1169	38	38
1170	2	2
1171	70	70
1172	59	59
1173	3	3
1174	2	2
1175	3	3
1176	2	2
1177	2	2
1178	11	11
1179	2	2
1180	1	1
1181	21	21
1182	9	9
1183	9	9
1184	10	10
1185	70	70
1186	1	1
1187	52	52
1188	23	23
1189	36	36
1190	2	2
1191	2	2
1192	738	738
1193	1	1
1194	23	23
1195	3	3
1196	2	2
1197	10	10
1198	2	2
1199	2	2
1200	3	3
1201	2	2
1202	35	35
1203	41	41
1204	46	46
1205	1	1
1206	150	150
1207	15	15
1208	57	57
1209	18	18
1210	13	13
1211	14	14
1212	72	72
1213	5	5
1214	13	13
1215	23	23
1216	4	4
1217	3	3
1218	34	34
1219	23	23
1220	3	3
1221	14	14
1222	2	2
1223	2	2
1224	6	6
1225	1	1
1226	16	16
1227	106	106
1228	4	4
1229	1	1
1230	1	1
1231	23	23
1232	1	1
1233	6	6
1234	2	2
1235	52	52
1236	3	3
1237	23	23
1238	2	2
1239	4	4
1240	2	2
1241	1	1
1242	7	7
1243	108	108
1244	11	11
1245	2	2
1246	1	1
1247	481	481
1248	2	2
1249	1	1
1250	2	2
1251	2	2
1252	1	1
1253	8	8
1254	4	4
1255	6	6
1256	1	1
1257	2	2
1258	5	5
1259	1	1
1260	6	6
1261	1	1
1262	1	1
1263	11	11
1264	2	2
1265	1	1
1266	23	23
1267	6	6
1268	3	3
1269	1	1
1270	2	2
1271	3	3
1272	1	1
1273	2	2
1274	1	1
1275	2	2
1276	13	13
1277	12	12
1278	13	13
1279	25	25
1280	2	2
1281	26	26
1282	1	1
1283	6	6
1284	1	1
1285	1	1
1286	1	1
1287	4	4
1288	1406	1406
1289	8	8
1290	14	14
1291	27	27
1292	3	3
1293	2	2
1294	26	26
1295	1	1
1296	1	1
1297	3	3
1298	2	2
1299	2	2
1300	2	2
1301	2	2
1302	2	2
1303	2	2
1304	1	1
1305	1	1
1306	5	5
1307	23	23
1308	2	2
1309	13	13
1310	12	12
1311	15	15
1312	4	4
1313	6	6
1314	6	6
1315	23	23
1316	6	6
1317	9	9
1318	11	11
1319	13	13
1320	18	18
1321	13	13
1322	26	26
1323	26	26
1324	13	13
1325	9	9
1326	1	1
1327	2	2
1328	4	4
1329	7	7
1330	14	14
1331	2	2
1332	2	2
1333	12	12
1334	1	1
1335	1	1
1336	1	1
1337	1	1
1338	16	16
1339	4	4
1340	1	1
1341	2	2
1342	1	1
1343	2	2
1344	36	36
1345	30	30
1346	1	1
1347	1	1
1348	2	2
1349	2	2
1350	13	13
1351	4	4
1352	2	2
1353	2	2
1354	3	3
1355	12	12
1356	3	3
1357	13	13
1358	3	3
1359	6	6
1360	160	160
1361	20	20
1362	23	23
1363	82	82
1364	27	27
1365	69	69
1366	30	30
1367	13	13
1368	3	3
1369	2	2
1370	426	426
1371	426	426
1372	426	426
1373	213	213
1374	215	215
1375	213	213
1376	22	22
1377	217	217
1378	10	10
1379	6	6
1380	5	5
1381	78	78
1382	5	5
1383	54	54
1384	9	9
1385	3	3
1386	2	2
1387	73	73
1388	42	42
1389	23	23
1390	11	11
1391	2	2
1392	651	651
1393	9	9
1394	13	13
1395	1	1
1396	59	59
1397	23	23
1398	9	9
1399	2	2
1400	23	23
1401	23	23
1402	23	23
1403	4	4
1404	37	37
1405	10	10
1406	1	1
1407	23	23
1408	2	2
1409	8	8
1410	83	83
1411	224	224
1412	1	1
1413	4	4
1414	13	13
1415	2	2
1416	5	5
1417	1	1
1418	2	2
1419	2	2
1420	1	1
1421	14	14
1422	10	10
1423	101	101
1424	2	2
1425	4	4
1426	2	2
1427	162	162
1428	1	1
1429	1	1
1430	1	1
1431	2	2
1432	9	9
1433	1	1
1434	25	25
1435	10	10
1436	164	164
1437	5	5
1438	69	69
1439	6	6
1440	23	23
1441	12	12
1442	4	4
1443	13	13
1444	2	2
1445	1	1
1446	217	217
1447	2	2
1448	2	2
1449	217	217
1450	5	5
1451	46	46
1452	28	28
1453	13	13
1454	1	1
1455	2	2
1456	4	4
1457	5	5
1458	4	4
1459	2	2
1460	152	152
1461	5	5
1462	3	3
1463	46	46
1464	25	25
1465	2	2
1466	75	75
1467	3	3
1468	1	1
1469	9	9
1470	5	5
1471	4	4
1472	4	4
1473	23	23
1474	2	2
1475	23	23
1476	84	84
1477	4	4
1478	95	95
1479	7	7
1480	37	37
1481	1	1
1482	9	9
1483	1	1
1484	3	3
1485	16	16
1486	50	50
1487	2	2
1488	13	13
1489	2	2
1490	6	6
1491	44	44
1492	12	12
1493	44	44
1494	13	13
1495	69	69
1496	23	23
1497	12	12
1498	2	2
1499	126	126
1500	37	37
1501	160	160
1502	6	6
1503	145	145
1504	171	171
1505	172	172
1506	38	38
1507	911	911
1508	14	14
1509	64	64
1510	1488	1488
1511	200	200
1512	38	38
1513	2	2
1514	13	13
1515	71	71
1516	4	4
1517	13	13
1518	64	64
1519	1	1
1520	53	53
1521	23	23
1522	3	3
1523	56	56
1524	15	15
1525	25	25
1526	23	23
1527	26	26
1528	124	124
1529	2	2
1530	36	36
1531	27	27
1532	3	3
1533	42	42
1534	1	1
1535	1	1
1536	4	4
1537	1	1
1538	132	132
1539	16	16
1540	1	1
1541	3	3
1542	3	3
1543	1	1
1544	2	2
1545	59	59
1546	69	69
1547	53	53
1548	2	2
1549	74	74
1550	2	2
1551	4	4
1552	1	1
1553	27	27
1554	52	52
1555	23	23
1556	38	38
1557	41	41
1558	5	5
1559	2	2
1560	144	144
1561	1	1
1562	23	23
1563	9	9
1564	3	3
1565	4	4
1566	8	8
1567	649	649
1568	1	1
1569	16	16
1570	62	62
1571	1	1
1572	4	4
1573	2	2
1574	4	4
1575	2	2
1576	2	2
1577	13	13
1578	1	1
1579	4	4
1580	5	5
1581	10	10
1582	6	6
1583	2	2
1584	13	13
1585	2	2
1586	152	152
1587	13	13
1588	1	1
1589	18	18
1590	17	17
1591	124	124
1592	12	12
1593	2	2
1594	1	1
1595	4	4
1596	31	31
1597	1	1
1598	109	109
1599	41	41
1600	88	88
1601	4	4
1602	43	43
1603	806	806
1604	7	7
1605	86	86
1606	40	40
1607	28	28
1608	12	12
1609	42	42
1610	16	16
1611	21	21
1612	59	59
1613	4	4
1614	2	2
1615	14	14
1616	6	6
1617	13	13
1618	81	81
1619	149	149
1620	670	670
1621	6	6
1622	46	46
1623	30	30
1624	7	7
1625	25	25
1626	4395	4395
1627	2	2
1628	33	33
1629	69	69
1630	1	1
1631	89	89
1632	9	9
1633	178	178
1634	15	15
1635	1	1
1636	5	5
1637	46	46
1638	1	1
1639	1	1
1640	18	18
1641	26	26
1642	25	25
1643	709	709
1644	54	54
1645	15	15
1646	427	427
1647	48	48
1648	1404	1404
1649	13	13
1650	20	20
1651	4	4
1652	2	2
1653	8	8
1654	13	13
1655	23	23
1656	36	36
1657	36	36
1658	13	13
1659	1	1
1660	1	1
1661	1	1
1662	2	2
1663	2	2
1664	1	1
1665	4	4
1666	28	28
1667	23	23
1668	1	1
1669	2	2
1670	1	1
1671	2	2
1672	1	1
1673	7	7
1674	46	46
1675	4	4
1676	24	24
1677	14	14
1678	22	22
1679	1	1
1680	29	29
1681	1	1
1682	4	4
1683	36	36
1684	3	3
1685	6	6
1686	24	24
1687	6	6
1688	4	4
1689	13	13
1690	160	160
1691	40	40
1692	1	1
1693	2	2
1694	4	4
1695	2	2
1696	23	23
1697	23	23
1698	3	3
1699	1	1
1700	13	13
1701	4	4
1702	23	23
1703	2	2
1704	2	2
1705	2	2
1706	36	36
1707	1	1
1708	37	37
1709	81	81
1710	2	2
1711	1	1
1712	25	25
1713	5	5
1714	2	2
1715	2	2
1716	94	94
1717	243	243
1718	6	6
1719	13	13
1720	13	13
1721	2	2
1722	13	13
1723	11	11
1724	4	4
1725	4	4
1726	27	27
1727	30	30
1728	563	563
1729	48	48
1730	25	25
1731	129	129
1732	195	195
1733	1	1
1734	160	160
1735	168	168
1736	342	342
1737	47	47
1738	13	13
1739	23	23
1740	10	10
1741	24	24
1742	23	23
1743	82	82
1744	62	62
1745	325	325
1746	2	2
1747	158	158
1748	15	15
1749	13	13
1750	7	7
1751	1	1
1752	48	48
1753	28	28
1754	5	5
1755	1	1
1756	1	1
1757	2	2
1758	13	13
1759	2	2
1760	84	84
1761	489	489
1762	13	13
1763	1	1
1764	46	46
1765	23	23
1766	29	29
1767	2	2
1768	2	2
1769	2	2
1770	40	40
1771	87	87
1772	11	11
1773	2	2
1774	252	252
1775	649	649
1776	173	173
1777	95	95
1778	181	181
1779	11	11
1780	94	94
1781	2828	2828
1782	789	789
1783	63	63
1784	144	144
1785	47	47
1786	22	22
1787	185	185
1788	51	51
1789	684	684
1790	40	40
1791	20	20
1792	166	166
1793	75	75
1794	5	5
1795	46	46
1796	5	5
1797	3	3
1798	222	222
1799	57	57
1800	92	92
1801	1	1
1802	4	4
1803	983	983
1804	1	1
1805	5	5
1806	2	2
1807	5	5
1808	1	1
1809	1	1
1810	12	12
1811	54	54
1812	35	35
1813	32	32
1814	23	23
1815	13	13
1816	12	12
1817	1	1
1818	36	36
1819	4	4
1820	382	382
1821	183	183
1822	277	277
1823	6	6
1824	35	35
1825	6	6
1826	95	95
1827	124	124
1828	169	169
1829	94	94
1830	23	23
1831	162	162
1832	58	58
1833	12	12
1834	2	2
1835	26	26
1836	13	13
1837	25	25
1838	5	5
1839	13	13
1840	2	2
1841	1	1
1842	1	1
1843	16	16
1844	2	2
1845	282	282
1846	199	199
1847	65	65
1848	72	72
1849	37	37
1850	1	1
1851	3	3
1852	15	15
1853	138	138
1854	46	46
1855	16	16
1856	36	36
1857	24	24
1858	3	3
1859	4	4
1860	13	13
1861	2	2
1862	2	2
1863	20	20
1864	1	1
1865	18	18
1866	2	2
1867	4	4
1868	1	1
1869	5	5
1870	11	11
1871	8	8
1872	4	4
1873	6	6
1874	14	14
1875	11	11
1876	8	8
1877	2	2
1878	3	3
1879	15	15
1880	2	2
1881	4	4
1882	2	2
1883	2	2
1884	654	654
1885	23	23
1886	1	1
1887	163	163
1888	1	1
1889	2	2
1890	1	1
1891	162	162
1892	13	13
1893	3	3
1894	2	2
1895	13	13
1896	34	34
1897	13	13
1898	85	85
1899	25	25
1900	1231	1231
1901	16	16
1902	118	118
1903	46	46
1904	2	2
1905	13	13
1906	4	4
1907	10	10
1908	930	930
1909	23	23
1910	36	36
1911	48	48
1912	78	78
1913	84	84
1914	174	174
1915	23	23
1916	1	1
1917	6	6
1918	131	131
1919	18	18
1920	3	3
1921	2	2
1922	14	14
1923	4	4
1924	1	1
1925	2	2
1926	12	12
1927	13	13
1928	4	4
1929	4	4
1930	1	1
1931	2	2
1932	1	1
1933	2	2
1934	2	2
1935	1	1
1936	3	3
1937	2	2
1938	23	23
1939	23	23
1940	2	2
1941	4	4
1942	2	2
1943	23	23
1944	8	8
1945	1	1
1946	10	10
1947	1	1
1948	18	18
1949	67	67
1950	69	69
1951	7	7
1952	4	4
1953	1	1
1954	4	4
1955	4	4
1956	1	1
1957	72	72
1958	3	3
1959	9	9
1960	1	1
1961	2	2
1962	3	3
1963	13	13
1964	2	2
1965	69	69
1966	42	42
1967	2	2
1968	1	1
1969	2	2
1970	27	27
1971	2	2
1972	602	602
1973	1	1
1974	6	6
1975	36	36
1976	3	3
1977	1	1
1978	2	2
1979	2	2
1980	2	2
1981	24	24
1982	23	23
1983	4	4
1984	1	1
1985	84	84
1986	104	104
1987	4	4
1988	1	1
1989	267	267
1990	92	92
1991	54	54
1992	14	14
1993	2	2
1994	2	2
1995	2	2
1996	8	8
1997	38	38
1998	3	3
1999	2	2
2000	3	3
2001	6	6
2002	13	13
2003	13	13
2004	30	30
2005	2	2
2006	5	5
2007	3	3
2008	46	46
2009	23	23
2010	92	92
2011	20	20
2012	2	2
2013	18	18
2014	2	2
2015	23	23
2016	2	2
2017	8	8
2018	42	42
2019	1	1
2020	2	2
2021	2	2
2022	8	8
2023	97	97
2024	1	1
2025	40	40
2026	3	3
2027	29	29
2028	2	2
2029	13	13
2030	3	3
2031	1	1
2032	1	1
2033	6	6
2034	1	1
2035	16	16
2036	2369	2369
2037	1	1
2038	5	5
2039	6	6
2040	3	3
2041	6	6
2042	18	18
2043	13	13
2044	5	5
2045	13	13
2046	3	3
2047	6	6
2048	13	13
2049	4	4
2050	69	69
2051	106	106
2052	63	63
2053	1	1
2054	13	13
2055	6	6
2056	1	1
2057	18	18
2058	23	23
2059	4	4
2060	2	2
2061	506	506
2062	1	1
2063	2	2
2064	13	13
2065	2	2
2066	2	2
2067	13	13
2068	20	20
2069	13	13
2070	23	23
2071	2	2
2072	35	35
2073	39	39
2074	24	24
2075	6	6
2076	19	19
2077	9	9
2078	24	24
2079	1	1
2080	3	3
2081	3	3
2082	23	23
2083	6	6
2084	2	2
2085	4	4
2086	2	2
2087	26	26
2088	12	12
2089	181	181
2090	10	10
2091	69	69
2092	10	10
2093	6	6
2094	18	18
2095	47	47
2096	6	6
2097	26	26
2098	91	91
2099	6	6
2100	145	145
2101	2	2
2102	2	2
2103	4	4
2104	2	2
2105	67	67
2106	2	2
2107	1	1
2108	2	2
2109	27	27
2110	2	2
2111	138	138
2112	18	18
2113	21	21
2114	36	36
2115	2	2
2116	23	23
2117	13	13
2118	3	3
2119	2	2
2120	2	2
2121	2	2
2122	3	3
2123	1	1
2124	224	224
2125	4	4
2126	10	10
2127	453	453
2128	3	3
2129	2	2
2130	1	1
2131	31	31
2132	6	6
2133	2	2
2134	4	4
2135	1	1
2136	2	2
2137	4	4
